,Date Range,Product Name,SKU,Category,Quantity,Start Date,Quantity Change %,4 Week Average Quantity,4 Week Avg % Change,Previous Week Quantity,Total Quantity_x,Previous Week Total Quantity_x,Total Quantity_y,Previous Week Total Quantity_y,UPC,Price Change %,modifiedUPC,Dollar Change
344432,4/18/2024 to 4/24/2024,ALESSI ARBORIO RICE 26.4 OZ,0007107200319,ARROZ,2.0,2024-04-18,-66.66666666666667,4.25,-10.526315789473683,6.0,829618.0,814823.0,829618.0,814823.0,,,,
344447,4/18/2024 to 4/24/2024,ALESSI POMODORO RISOTTO 8 OZ,0007107200314,ARROZ,2.0,2024-04-18,100.0,1.25,66.66666666666667,1.0,829618.0,814823.0,829618.0,814823.0,,,,
344460,4/18/2024 to 4/24/2024,VIGO PAELLA 19 OZ,0007107201305,ARROZ,15.0,2024-04-18,-16.666666666666664,21.75,-26.890756302521012,18.0,829618.0,814823.0,829618.0,814823.0,7107201305,0.0,0007107201305,0.0
344461,4/18/2024 to 4/24/2024,ALESSI ARBOTIO FUNGHI 8 OZ,0007107200312,ARROZ,3.0,2024-04-18,-62.5,5.25,-4.545454545454541,8.0,829618.0,814823.0,829618.0,814823.0,,,,
344506,4/18/2024 to 4/24/2024,GOYA PAELLA NEGRA 19 OZ,0004133103599,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
344553,4/18/2024 to 4/24/2024,ALESSI PAELLA ITALIAN STYLE 17 OZ,0007107280430,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
344566,4/18/2024 to 4/24/2024,GOYA ARROZ CON HABICHUELA NEGRA 7 OZ,0004133112665,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
344603,4/18/2024 to 4/24/2024,GOYA ARROZ BROCCOLI & CHEDD 7 OZ,0004133112667,ARROZ,6.0,2024-04-18,0.0,6.75,-3.57142857142857,6.0,829618.0,814823.0,829618.0,814823.0,,,,
344677,4/18/2024 to 4/24/2024,GOYA ARROZ AMARILLO 7 OZ,0004133112662,ARROZ,8.0,2024-04-18,-69.23076923076923,13.5,-3.57142857142857,26.0,829618.0,814823.0,829618.0,814823.0,,,,
344718,4/18/2024 to 4/24/2024,GOYA ARROZ CON GANDULES 7 OZ,0004133112661,ARROZ,7.0,2024-04-18,16.666666666666675,7.75,6.896551724137923,6.0,829618.0,814823.0,829618.0,814823.0,,,,
344730,4/18/2024 to 4/24/2024,GOYA ARROZ HABICHUELAS COLORADA 7 OZ,0004133112666,ARROZ,12.0,2024-04-18,50.0,9.5,46.153846153846146,8.0,829618.0,814823.0,829618.0,814823.0,,,,
344736,4/18/2024 to 4/24/2024,GOYA ARROZ PRIMAVERA 7 OZ,0004133112664,ARROZ,9.0,2024-04-18,80.0,5.75,35.29411764705883,5.0,829618.0,814823.0,829618.0,814823.0,,,,
344753,4/18/2024 to 4/24/2024,GOYA ARROZ SABOR A POLLO 7 OZ,0004133112657,ARROZ,5.0,2024-04-18,-58.33333333333333,10.0,-9.090909090909093,12.0,829618.0,814823.0,829618.0,814823.0,,,,
345412,4/18/2024 to 4/24/2024,SELLO ROJO JASMINE GRANO MED 5 LBS,0001710087347,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
345503,4/18/2024 to 4/24/2024,VELVEETA SHELLS SHIPPER 36/12,0001257806741,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
346906,4/18/2024 to 4/24/2024,NABISCO CHIP AHOY MINI S SERVE 12 PK,0004400002027,GALLETAS,196.0,2024-04-18,-31.46853146853147,205.25,19.67930029154519,286.0,829618.0,814823.0,829618.0,814823.0,4400002027,0.0,0004400002027,0.0
347033,4/18/2024 to 4/24/2024,OREO MINI SINGLE SERVE 12 PK,0004400002028,GALLETAS,217.0,2024-04-18,-45.47738693467337,289.75,-7.428115015974446,398.0,829618.0,814823.0,829618.0,814823.0,4400002028,0.0,0004400002028,0.0
347084,4/18/2024 to 4/24/2024,UNCLE BENS R/R ROASTED CHICKE 8.8 OZ,0005480003076,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
347137,4/18/2024 to 4/24/2024,UNCLE BENS LONG GRAIN & WILD 8.8 OZ,0005480003077,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
347140,4/18/2024 to 4/24/2024,UNCLE BENS RICE PILAF 8.8 OZ,0005480008545,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
347242,4/18/2024 to 4/24/2024,UNCLE BEN'S BRAND RICE 5 LBS,0005480001007,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
347314,4/18/2024 to 4/24/2024,OREO SANDWICH SINGLE SERVE 12 PK,0004400004698,GALLETAS,69.0,2024-04-18,18.965517241379317,45.0,18.421052631578938,58.0,829618.0,814823.0,829618.0,814823.0,4400004698,0.0,0004400004698,0.0
347392,4/18/2024 to 4/24/2024,UNCLE BENS BUTTERY RICE 8.8 OZ,0005480008547,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
347420,4/18/2024 to 4/24/2024,CHIPS AHOY! SINGLE SERVE 12 CT,0004400005222,GALLETAS,38.0,2024-04-18,-13.636363636363635,32.75,20.1834862385321,44.0,829618.0,814823.0,829618.0,814823.0,4400005222,0.0,0004400005222,0.0
347437,4/18/2024 to 4/24/2024,UNCLE BENS GARDEN VEGTABLE 8.8 OZ,0005480003234,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
347461,4/18/2024 to 4/24/2024,UNCLE BENS WHOLE GRAIN BROWN 8.8 OZ,0005480003177,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
347490,4/18/2024 to 4/24/2024,UNCLE BENS ORIGNAL LONG GRAIN 8.8 OZ,0005480003176,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
347721,4/18/2024 to 4/24/2024,ROVIRA EXPORT SODA CRACKERS 28 OZ,0007298100105,GALLETAS,321.0,2024-04-18,95.73170731707317,192.5,28.547579298831383,164.0,829618.0,814823.0,829618.0,814823.0,7298100105,0.0,0007298100105,0.0
348621,4/18/2024 to 4/24/2024,BEN'S ORIGINAL LONG GRAIN WHITE 10LB,0005840042527,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
349162,4/18/2024 to 4/24/2024,ROVIRA EXPORT SODAS BUTTER 30 OZ,0007298100157,GALLETAS,97.0,2024-04-18,21.249999999999993,75.75,6.690140845070425,80.0,829618.0,814823.0,829618.0,814823.0,7298100157,0.0,0007298100157,0.0
349195,4/18/2024 to 4/24/2024,SELLO ROJO PARBOILED GRAIN RICE 3 LB,0085915000601,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
349217,4/18/2024 to 4/24/2024,SELLO ROJO GRANO LARGO 3 LBS,0085915000600,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
349619,4/18/2024 to 4/24/2024,CARRETILLA ENSALADILLA RUSA 8.46OZ,0085618500506,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
349698,4/18/2024 to 4/24/2024,CARRETILLA ENS PALITO MAR 8.46 OZ,0085618500507,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
349737,4/18/2024 to 4/24/2024,CARRETILLA ARROZ REDONDO 8.8 OZ,0085618500532,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
350225,4/18/2024 to 4/24/2024,D AQUI ARROZ GRANO LARGO 3 LBS,0068356800021,ARROZ,0.0,2024-04-18,-100.0,1.0,-19.999999999999996,1.0,829618.0,814823.0,829618.0,814823.0,,,,
350269,4/18/2024 to 4/24/2024,D AQUI ARROZ LARGO MOCHILA 17 LBS,0068356800025,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
350534,4/18/2024 to 4/24/2024,ECONO PAELLA VALENCIANA 19 OZ,0070893800763,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
351969,4/18/2024 to 4/24/2024,CARRETILLA ARROZ INTEGRAL 4.41 OZ,0085618500533,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
354416,4/18/2024 to 4/24/2024,BARILLA READY ROTINI PASTA 8.5 OZ,0007680800683,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
354479,4/18/2024 to 4/24/2024,BARILLA READY PASTA PENNE 8.5 OZ,0007680800655,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
354509,4/18/2024 to 4/24/2024,BARILLA READY ELBOW PASTA 8.5 OZ,0007680800684,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
354815,4/18/2024 to 4/24/2024,D AQUI ARROZ MEDIANO 17 LBS,0068356800005,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
355596,4/18/2024 to 4/24/2024,BARILLA READY PASTA ELBOWS 7 OZ,0007680801179,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
355601,4/18/2024 to 4/24/2024,BARILLA READY PASTA ROTINI 7 OZ,0007680801178,ARROZ,0.0,2024-04-18,-100.0,0.5,0.0,1.0,829618.0,814823.0,829618.0,814823.0,,,,
355911,4/18/2024 to 4/24/2024,LA FINCA ARROZ INTEGRAL G/LARGO 2 LB,0009497630365,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
355962,4/18/2024 to 4/24/2024,KITCHEN & LOVE  PERUVIAN VEGE CEVICH,0072811947600,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
356008,4/18/2024 to 4/24/2024,QUINOA SPICY & ROASTED PEPER,0072811940001,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
356041,4/18/2024 to 4/24/2024,KITCHEN LOVE QUINO BASIL PESTO 7.9OZ,0072811940003,ARROZ,0.0,2024-04-18,,0.25,0.0,0.0,829618.0,814823.0,829618.0,814823.0,,,,
356078,4/18/2024 to 4/24/2024,KITCHENL LOVE MANGO & ROAST 7.9 OZ,0072811940002,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
356167,4/18/2024 to 4/24/2024,KITCHEN & LOVE VEGE QUINOA 8 OZ,0072811951534,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
356243,4/18/2024 to 4/24/2024,LA FINCA ARROZ G/LARGO ORGANICO 2 LB,0009497630364,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
356559,4/18/2024 to 4/24/2024, QUINOAN ARTICHOKE & ROASTED PEPER,0072811940000,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
356773,4/18/2024 to 4/24/2024,ECONO ARROZ MEDIANO MOCHILA 17 LBS,0070893800220,ARROZ,35.0,2024-04-18,-66.34615384615384,68.5,-2.8368794326241176,104.0,829618.0,814823.0,829618.0,814823.0,,,,
356828,4/18/2024 to 4/24/2024,ECONO ARROZ GRANO LARGO 3 LBS,0070893800240,ARROZ,69.0,2024-04-18,-60.57142857142856,111.0,-9.756097560975608,175.0,829618.0,814823.0,829618.0,814823.0,,,,
356974,4/18/2024 to 4/24/2024,ECONO ARROZ MEDIANO 3 LBS,0070893800214,ARROZ,6734.0,2024-04-18,-65.48967355096602,11754.0,-0.43623734699927974,19513.0,829618.0,814823.0,829618.0,814823.0,,,,
357196,4/18/2024 to 4/24/2024,KICTHEN & LOVE RICED CAULIFLOWER,0072811951536,ARROZ,0.0,2024-04-18,-100.0,0.5,-66.66666666666667,1.0,829618.0,814823.0,829618.0,814823.0,,,,
357254,4/18/2024 to 4/24/2024,KITCHEN & LOVE BASMATI RICE 8 OZ,0072811951530,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
357278,4/18/2024 to 4/24/2024,MAGA ARROZ CON DULCE 8 OZ,0009497611699,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
357297,4/18/2024 to 4/24/2024,KITCHEN & LOVE GOLDEN VEG RICE 8 OZ,0072811951531,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
357332,4/18/2024 to 4/24/2024,KICHEN & LOVE TABBOULEH &B QUINOA,0072811951535,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
358059,4/18/2024 to 4/24/2024,IBERIA JASMINE ARROZ 5 LBS,0007566912162,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
358148,4/18/2024 to 4/24/2024,CARMENCITA PAELLERO .71 OZ,0070624108180,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
358868,4/18/2024 to 4/24/2024,SAMAN SELECT SUPREMO ARROZ 3.2 LBS,0773011500039,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
359302,4/18/2024 to 4/24/2024,ABRICOME ARROZ CALAMARE ESPAÑA 8.8OZ,0841086740379,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
359310,4/18/2024 to 4/24/2024,ECONO MAC & CHEESE 4/2.05 OZ,0070893802296,ARROZ,42.0,2024-04-18,110.00000000000001,25.0,38.888888888888886,20.0,829618.0,814823.0,829618.0,814823.0,,,,
359340,4/18/2024 to 4/24/2024,ABRICOME PAELLA MARINERA 8.8 OZ,0841086740413,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
359836,4/18/2024 to 4/24/2024,ARROZ BOHIO GRANO MEDIANO 3 LBS,0007639802062,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
360931,4/18/2024 to 4/24/2024,MISTIC TROPICAL CARROT 64 OZ,0008939664290,JUGOS PET,148.0,2024-04-18,-35.930735930735935,194.75,4.986522911051217,231.0,829618.0,814823.0,829618.0,814823.0,8939664290,0.0,0008939664290,0.0
361047,4/18/2024 to 4/24/2024,MISTIC ORANGE CARROT 64 OZ,0008939664296,JUGOS PET,740.0,2024-04-18,-1.2016021361815787,865.25,-4.0742793791574305,749.0,829618.0,814823.0,829618.0,814823.0,8939664296,0.0,0008939664296,0.0
361346,4/18/2024 to 4/24/2024,SRI JASMINE RICE 5 LBS,0890611821013,ARROZ,28.0,2024-04-18,0.0,21.25,26.865671641791057,28.0,829618.0,814823.0,829618.0,814823.0,,,,
361458,4/18/2024 to 4/24/2024,MISTIC MANGO CARROT 64 OZ,0008939664297,JUGOS PET,123.0,2024-04-18,-21.65605095541401,133.25,8.553971486761714,157.0,829618.0,814823.0,829618.0,814823.0,8939664297,0.0,0008939664297,0.0
361733,4/18/2024 to 4/24/2024,SRI JASMINE RICE 2 LBS,0890611821016,ARROZ,88.0,2024-04-18,31.343283582089555,61.5,40.57142857142857,67.0,829618.0,814823.0,829618.0,814823.0,,,,
362218,4/18/2024 to 4/24/2024,MAGA TEMBLEQUE COCO 8 OZ,0009497630470,ARROZ,0.0,2024-04-18,-100.0,0.5,0.0,2.0,829618.0,814823.0,829618.0,814823.0,,,,
362519,4/18/2024 to 4/24/2024,MAGA MAJARETE DE ARROZ 5.6 OZ,0009497630471,ARROZ,0.0,2024-04-18,,0.0,-100.0,0.0,829618.0,814823.0,829618.0,814823.0,,,,
362543,4/18/2024 to 4/24/2024,MAGA EXHIBIDOR MENU CRIOLLO,0009497630473,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
364395,4/18/2024 to 4/24/2024,RICO ARROZ GRANO LARGO 1 LB CLEAR,0074370900080,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
364396,4/18/2024 to 4/24/2024,RICO ARROZ GRANO LARGO CLEAR 3 LBS,0074370900081,ARROZ,16.0,2024-04-18,433.3333333333333,10.5,16.666666666666675,3.0,829618.0,814823.0,829618.0,814823.0,,,,
364401,4/18/2024 to 4/24/2024,RICO ARROZ CLEAR 5 LB,0074370900082,ARROZ,10.0,2024-04-18,-23.076923076923073,8.25,13.793103448275868,13.0,829618.0,814823.0,829618.0,814823.0,,,,
364408,4/18/2024 to 4/24/2024,RICO ARROZ GRANO LARGO 20 LBS,0074370900025,ARROZ,14.0,2024-04-18,16.666666666666675,11.0,10.000000000000009,12.0,829618.0,814823.0,829618.0,814823.0,,,,
364417,4/18/2024 to 4/24/2024,RICO ARROZ GRANO LARGO 50 LBS,0074370900028,ARROZ,2.0,2024-04-18,100.0,1.75,16.666666666666675,1.0,829618.0,814823.0,829618.0,814823.0,,,,
364457,4/18/2024 to 4/24/2024,RICO ARROZ GRANO LARGO 3 LBS,0074370900023,ARROZ,199.0,2024-04-18,70.08547008547008,112.25,14.540816326530614,117.0,829618.0,814823.0,829618.0,814823.0,74370900023,0.0,0074370900023,0.0
364471,4/18/2024 to 4/24/2024,RICO ARROZ MEDIANO 3 LBS,0074370900011,ARROZ,29099.0,2024-04-18,248.32415609288964,12767.75,15.206406496729086,8354.0,829618.0,814823.0,829618.0,814823.0,74370900011,0.0,0074370900011,0.0
364475,4/18/2024 to 4/24/2024,RICO ARROZ G/MEDIANO 20 LBS,0074370900013,ARROZ,34.0,2024-04-18,9.677419354838701,31.25,16.82242990654206,31.0,829618.0,814823.0,829618.0,814823.0,74370900013,0.0,0074370900013,0.0
364912,4/18/2024 to 4/24/2024,RICO ARROZ GRANO MEDIANO 2 LBS,0074370900311,ARROZ,53.0,2024-04-18,-23.188405797101453,50.25,-0.4950495049504955,69.0,829618.0,814823.0,829618.0,814823.0,74370900311,0.0,0074370900311,0.0
364931,4/18/2024 to 4/24/2024,RICO ARROZ MEDIANO 5 LB,0074370900511,ARROZ,39.0,2024-04-18,62.5,28.75,22.34042553191489,24.0,829618.0,814823.0,829618.0,814823.0,74370900511,0.0,0074370900511,0.0
364995,4/18/2024 to 4/24/2024,MAMI ARROZ GRANO LARGO 20 LBS,0074370900083,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
365040,4/18/2024 to 4/24/2024,RICO ARROZ PARBOILED 1 LB,0074370900086,ARROZ,23.0,2024-04-18,inf,8.0,113.33333333333333,0.0,829618.0,814823.0,829618.0,814823.0,74370900086,0.0,0074370900086,0.0
365063,4/18/2024 to 4/24/2024,RICO ARROZ JAZMIN 2 LB,0074370900103,ARROZ,117.0,2024-04-18,-25.47770700636943,146.5,-5.3311793214862675,157.0,829618.0,814823.0,829618.0,814823.0,74370900103,0.0,0074370900103,0.0
365066,4/18/2024 to 4/24/2024,RICO ARROZ GRANO MEDIANO 10 LB,0074370900113,ARROZ,30.0,2024-04-18,-26.82926829268293,29.0,8.411214953271017,41.0,829618.0,814823.0,829618.0,814823.0,,,,
365078,4/18/2024 to 4/24/2024,RICO JAZMIN ARROZ 3 LBS CLEAR,0074370900099,ARROZ,438.0,2024-04-18,73.80952380952381,275.25,24.26636568848759,252.0,829618.0,814823.0,829618.0,814823.0,74370900099,0.0,0074370900099,0.0
365079,4/18/2024 to 4/24/2024,RICO ARROZ PARBOILED GRANO LARGO 3LB,0074370900087,ARROZ,13.0,2024-04-18,-69.04761904761905,25.5,-20.3125,42.0,829618.0,814823.0,829618.0,814823.0,,,,
365083,4/18/2024 to 4/24/2024,RICO JAZMIN ARROZ CLEAR 5 LBS,0074370900100,ARROZ,117.0,2024-04-18,-32.758620689655174,131.5,-7.557117750439368,174.0,829618.0,814823.0,829618.0,814823.0,74370900100,0.0,0074370900100,0.0
365085,4/18/2024 to 4/24/2024,RICO ARROZ LONG RICE PARBOILED 5 LBS,0074370900088,ARROZ,25.0,2024-04-18,25.0,17.25,16.94915254237288,20.0,829618.0,814823.0,829618.0,814823.0,,,,
365096,4/18/2024 to 4/24/2024,RICO ARROZ GRANO LARGO PK CLEAR 10LB,0074370900125,ARROZ,18.0,2024-04-18,63.63636363636365,11.75,23.684210526315795,11.0,829618.0,814823.0,829618.0,814823.0,,,,
365101,4/18/2024 to 4/24/2024,RICO ARROZ GRANO CORTO 3 LBS,0074370900129,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
365107,4/18/2024 to 4/24/2024,RICO ARROZ GR/LARGO PARBOLIED 10 LBS,0074370900191,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
365112,4/18/2024 to 4/24/2024,RICO ARROZ JASMIN 10 LBS,0074370900101,ARROZ,68.0,2024-04-18,-1.449275362318836,55.75,-3.463203463203468,69.0,829618.0,814823.0,829618.0,814823.0,74370900101,0.0,0074370900101,0.0
365118,4/18/2024 to 4/24/2024,RICO ARROZ GRANO LARGO 2 LBS,0074370900379,ARROZ,8.0,2024-04-18,-38.46153846153846,8.0,0.0,13.0,829618.0,814823.0,829618.0,814823.0,,,,
369603,4/18/2024 to 4/24/2024,LIMON ROSADO U.S.,0020945300000,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
370836,4/18/2024 to 4/24/2024,ARROZ EMPACADO POR LIBRA,0020933400000,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
373049,4/18/2024 to 4/24/2024,LA CARRETA BOMBA RICE 2.2 LB,0084110667100,ARROZ,0.0,2024-04-18,,0.0,,0.0,829618.0,814823.0,829618.0,814823.0,,,,
375898,4/18/2024 to 4/24/2024,VALENCIA ARROZ MEDIANO 3 LBS,0008562501200,ARROZ,215.0,2024-04-18,-9.282700421940927,208.0,5.987261146496814,237.0,829618.0,814823.0,829618.0,814823.0,8562501200,0.0,0008562501200,0.0
376252,4/25/2024 to 5/1/2024,SAMAN SELECT SUPREMO ARROZ 3.2 LBS,0773011500039,ARROZ,0.0,2024-04-25,,0.0,,0.0,599157.0,829618.0,599157.0,829618.0,,,,
376614,4/25/2024 to 5/1/2024,CINTA AZUL ARROZ GRANO MEDIANO 5 LBS,0007177108805,ARROZ,1.0,2024-04-25,-50.0,1.25,25.0,2.0,599157.0,829618.0,599157.0,829618.0,,,,
376922,4/25/2024 to 5/1/2024,CINTA AZUL GRANO LARGO 3 LBS,0007177112503,ARROZ,1.0,2024-04-25,-83.33333333333334,3.25,8.333333333333325,6.0,599157.0,829618.0,599157.0,829618.0,,,,
377041,4/25/2024 to 5/1/2024,CINTA AZUL ARROZ GRANO LARGO 5 LBS,0007177112505,ARROZ,2.0,2024-04-25,inf,0.75,50.0,0.0,599157.0,829618.0,599157.0,829618.0,,,,
377895,4/25/2024 to 5/1/2024,CINTA AZUL STD UP PARBOIL 2 LBS,0007177108575,ARROZ,0.0,2024-04-25,,0.0,,0.0,599157.0,829618.0,599157.0,829618.0,,,,
377943,4/25/2024 to 5/1/2024,ECONO ARROZ MEDIANO 10/3 LBS,0000130600006,ARROZ,0.0,2024-04-25,,0.0,,0.0,599157.0,829618.0,599157.0,829618.0,,,,
377958,4/25/2024 to 5/1/2024,EL MAGO ARROZ GRANO MEDIANO 10/3 LBS,0000131000031,ARROZ,1.0,2024-04-25,-50.0,2.75,-8.333333333333337,2.0,599157.0,829618.0,599157.0,829618.0,,,,
378968,4/25/2024 to 5/1/2024,UNCLE BENS WHOLE GRAIN RICE 5 LB,0000548042018,ARROZ,0.0,2024-04-25,,0.0,,0.0,599157.0,829618.0,599157.0,829618.0,,,,
381053,4/25/2024 to 5/1/2024,RICELAND ARROZ INTEGRAL 1 LB,0003520026410,ARROZ,0.0,2024-04-25,,0.0,,0.0,599157.0,829618.0,599157.0,829618.0,,,,
382423,4/25/2024 to 5/1/2024,ECONO MAC & CHEESE 4/2.05 OZ,0070893802296,ARROZ,29.0,2024-04-25,-30.952380952380953,27.25,9.000000000000007,42.0,599157.0,829618.0,599157.0,829618.0,,,,
383165,4/25/2024 to 5/1/2024,D AQUI ARROZ MEDIANO 17 LBS,0068356800005,ARROZ,0.0,2024-04-25,,0.0,,0.0,599157.0,829618.0,599157.0,829618.0,,,,
383452,4/25/2024 to 5/1/2024,D AQUI ARROZ GRANO LARGO 3 LBS,0068356800021,ARROZ,1.0,2024-04-25,inf,1.25,25.0,0.0,599157.0,829618.0,599157.0,829618.0,,,,
384269,4/25/2024 to 5/1/2024,RICO ARROZ GRANO LARGO 10/3 LB,0001257800325,ARROZ,0.0,2024-04-25,,0.0,,0.0,599157.0,829618.0,599157.0,829618.0,,,,
384313,4/25/2024 to 5/1/2024,ECONO ARROZ GRANO LARGO 10/3 LBS,0001257800324,ARROZ,0.0,2024-04-25,,0.0,,0.0,599157.0,829618.0,599157.0,829618.0,,,,
384507,4/25/2024 to 5/1/2024,BARILLA READY PASTA ELBOWS 7 OZ,0007680801179,ARROZ,0.0,2024-04-25,,0.0,,0.0,599157.0,829618.0,599157.0,829618.0,,,,
384565,4/25/2024 to 5/1/2024,VIGO PAELLA 19 OZ,0007107201305,ARROZ,10.0,2024-04-25,-33.333333333333336,15.5,-28.735632183908045,15.0,599157.0,829618.0,599157.0,829618.0,7107201305,0.0,0007107201305,0.0
384567,4/25/2024 to 5/1/2024,VIGO PAELLA VALENCIANA 8 OZ,0007107201304,ARROZ,23.0,2024-04-25,-48.88888888888889,31.0,-4.61538461538461,45.0,599157.0,829618.0,599157.0,829618.0,,,,
384652,4/25/2024 to 5/1/2024,ALESSI POMODORO RISOTTO 8 OZ,0007107200314,ARROZ,1.0,2024-04-25,-50.0,1.5,19.999999999999996,2.0,599157.0,829618.0,599157.0,829618.0,,,,
384655,4/25/2024 to 5/1/2024,ALESSI MILANESE RISOTTO 8 OZ,0007107200310,ARROZ,1.0,2024-04-25,0.0,1.25,0.0,1.0,599157.0,829618.0,599157.0,829618.0,,,,
384665,4/25/2024 to 5/1/2024,ALESSI ARBORIO RICE 26.4 OZ,0007107200319,ARROZ,9.0,2024-04-25,350.0,5.25,23.529411764705888,2.0,599157.0,829618.0,599157.0,829618.0,,,,
384713,4/25/2024 to 5/1/2024,ALESSI ARBOTIO FUNGHI 8 OZ,0007107200312,ARROZ,2.0,2024-04-25,-33.333333333333336,5.25,0.0,3.0,599157.0,829618.0,599157.0,829618.0,,,,
384743,4/25/2024 to 5/1/2024,BARILLA READY PASTA ROTINI 7 OZ,0007680801178,ARROZ,2.0,2024-04-25,inf,1.0,100.0,0.0,599157.0,829618.0,599157.0,829618.0,,,,
384764,4/25/2024 to 5/1/2024,BARILLA READY ELBOW PASTA 8.5 OZ,0007680800684,ARROZ,0.0,2024-04-25,,0.0,,0.0,599157.0,829618.0,599157.0,829618.0,,,,
