,Date Range,Product Name,SKU,Category,Quantity,Start Date,Quantity Change %,4 Week Average Quantity,4 Week Avg % Change,Previous Week Quantity,Total Quantity_x,Previous Week Total Quantity_x,Total Quantity_y,Previous Week Total Quantity_y,UPC,Price Change %,modifiedUPC,Dollar Change
208743,3/28/2024 to 4/3/2024,ROVIRA EXPORT SODAS BUTTER 30 OZ,0007298100157,GALLETAS,37.0,2024-03-28,-52.56410256410257,69.25,-13.437500000000002,78.0,534262.0,791141.0,534262.0,791141.0,7298100157,0.0,0007298100157,0.0
208793,3/28/2024 to 4/3/2024,BARILLA READY ELBOW PASTA 8.5 OZ,0007680800684,ARROZ,0.0,2024-03-28,,0.0,,0.0,534262.0,791141.0,534262.0,791141.0,,,,
208844,3/28/2024 to 4/3/2024,ROVIRA EXPORT SODA CRACKERS 28 OZ,0007298100105,GALLETAS,100.0,2024-03-28,-33.333333333333336,180.75,-12.96147672552167,150.0,534262.0,791141.0,534262.0,791141.0,7298100105,0.0,0007298100105,0.0
208860,3/28/2024 to 4/3/2024,BARILLA READY ROTINI PASTA 8.5 OZ,0007680800683,ARROZ,0.0,2024-03-28,,0.0,,0.0,534262.0,791141.0,534262.0,791141.0,,,,
208904,3/28/2024 to 4/3/2024,BARILLA READY PASTA PENNE 8.5 OZ,0007680800655,ARROZ,0.0,2024-03-28,,0.0,,0.0,534262.0,791141.0,534262.0,791141.0,,,,
209989,3/28/2024 to 4/3/2024,ARROZ BOHIO GRANO MEDIANO 3 LBS,0007639802062,ARROZ,0.0,2024-03-28,,0.0,,0.0,534262.0,791141.0,534262.0,791141.0,,,,
210212,3/28/2024 to 4/3/2024,BARILLA READY PASTA ROTINI 7 OZ,0007680801178,ARROZ,0.0,2024-03-28,,1.0,-25.0,0.0,534262.0,791141.0,534262.0,791141.0,,,,
210334,3/28/2024 to 4/3/2024,EL JIBARITO ARROZ GRANO MEDIANO 3 LB,0004133102020,ARROZ,0.0,2024-03-28,,0.0,,0.0,534262.0,791141.0,534262.0,791141.0,,,,
211257,3/28/2024 to 4/3/2024,BARILLA READY PASTA ELBOWS 7 OZ,0007680801179,ARROZ,0.0,2024-03-28,,0.5,-25.0,0.0,534262.0,791141.0,534262.0,791141.0,,,,
211421,3/28/2024 to 4/3/2024,ROLAND GARDEN VEG QUINOA 5.46 OZ,0004122472184,ARROZ,0.0,2024-03-28,,0.0,,0.0,534262.0,791141.0,534262.0,791141.0,,,,
211457,3/28/2024 to 4/3/2024,ROLAND LEMON CURRY QUINOA 5.46 OZ,0004122472174,ARROZ,0.0,2024-03-28,,0.0,,0.0,534262.0,791141.0,534262.0,791141.0,,,,
211459,3/28/2024 to 4/3/2024,ROLAND RED ANDEAN QUINOA 12 OZ,0004122472176,ARROZ,0.0,2024-03-28,,0.0,,0.0,534262.0,791141.0,534262.0,791141.0,,,,
211479,3/28/2024 to 4/3/2024,ROLAND RISOTTO VEG PRIMAVERA 5.8 OZ,0004122472020,ARROZ,0.0,2024-03-28,,0.0,,0.0,534262.0,791141.0,534262.0,791141.0,,,,
211671,3/28/2024 to 4/3/2024,ARROZ EMPACADO POR LIBRA,0020933400000,ARROZ,0.0,2024-03-28,,0.0,,0.0,534262.0,791141.0,534262.0,791141.0,,,,
211755,3/28/2024 to 4/3/2024,MAGA TEMBLEQUE COCO 8 OZ,0009497630470,ARROZ,0.0,2024-03-28,,0.0,,0.0,534262.0,791141.0,534262.0,791141.0,,,,
211757,3/28/2024 to 4/3/2024,MAGA MAJARETE DE ARROZ 5.6 OZ,0009497630471,ARROZ,0.0,2024-03-28,-100.0,0.25,-25.0,1.0,534262.0,791141.0,534262.0,791141.0,,,,
211839,3/28/2024 to 4/3/2024,MAGA EXHIBIDOR MENU CRIOLLO,0009497630473,ARROZ,0.0,2024-03-28,,0.0,,0.0,534262.0,791141.0,534262.0,791141.0,,,,
211947,3/28/2024 to 4/3/2024,GOYA PAELLA NEGRA 19 OZ,0004133103599,ARROZ,0.0,2024-03-28,,0.0,,0.0,534262.0,791141.0,534262.0,791141.0,,,,
212900,3/28/2024 to 4/3/2024,LIMON ROSADO U.S.,0020945300000,ARROZ,0.0,2024-03-28,,0.0,,0.0,534262.0,791141.0,534262.0,791141.0,,,,
212987,3/28/2024 to 4/3/2024,OREO SANDWICH SINGLE SERVE 12 PK,0004400004698,GALLETAS,22.0,2024-03-28,-46.34146341463414,41.0,-13.38028169014085,41.0,534262.0,791141.0,534262.0,791141.0,4400004698,0.0,0004400004698,0.0
213688,3/28/2024 to 4/3/2024,ROLAND MEDITERRANEAN QUINOA 5.46 OZ,0004122472194,ARROZ,0.0,2024-03-28,,0.0,,0.0,534262.0,791141.0,534262.0,791141.0,,,,
213828,3/28/2024 to 4/3/2024,ROLAND BLACK QUINOA 12 OZ,0004122472186,ARROZ,1.0,2024-03-28,0.0,1.25,-6.25,1.0,534262.0,791141.0,534262.0,791141.0,,,,
214579,3/28/2024 to 4/3/2024,CHIPS AHOY! SINGLE SERVE 12 CT,0004400005222,GALLETAS,18.0,2024-03-28,12.5,28.75,-11.082474226804129,16.0,534262.0,791141.0,534262.0,791141.0,4400005222,0.0,0004400005222,0.0
214619,3/28/2024 to 4/3/2024,MAGA ARROZ CON DULCE 8 OZ,0009497611699,ARROZ,0.0,2024-03-28,,0.0,,0.0,534262.0,791141.0,534262.0,791141.0,,,,
214775,3/28/2024 to 4/3/2024,LA FINCA ARROZ INTEGRAL G/LARGO 2 LB,0009497630365,ARROZ,0.0,2024-03-28,,0.0,,0.0,534262.0,791141.0,534262.0,791141.0,,,,
214851,3/28/2024 to 4/3/2024,LA FINCA ARROZ G/LARGO ORGANICO 2 LB,0009497630364,ARROZ,0.0,2024-03-28,,0.0,,0.0,534262.0,791141.0,534262.0,791141.0,,,,
215309,4/4/2024 to 4/10/2024,ECONO ARROZ 10/3 LB,0000000002140,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
215731,4/4/2024 to 4/10/2024,ECONO ARROZ MEDIANO 3 LBS,0070893800214,ARROZ,14228.0,2024-04-04,117.52025684146155,9331.75,-6.015207976634107,6541.0,797791.0,534262.0,797791.0,534262.0,,,,
215883,4/4/2024 to 4/10/2024,ECONO ARROZ MEDIANO MOCHILA 17 LBS,0070893800220,ARROZ,114.0,2024-04-04,442.8571428571429,52.0,4.522613065326642,21.0,797791.0,534262.0,797791.0,534262.0,,,,
217747,4/4/2024 to 4/10/2024,ECONO PAELLA VALENCIANA 19 OZ,0070893800763,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
218182,4/4/2024 to 4/10/2024,D AQUI ARROZ GRANO LARGO 3 LBS,0068356800021,ARROZ,3.0,2024-04-04,inf,1.0,100.0,0.0,797791.0,534262.0,797791.0,534262.0,,,,
218200,4/4/2024 to 4/10/2024,D AQUI ARROZ LARGO MOCHILA 17 LBS,0068356800025,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
218212,4/4/2024 to 4/10/2024,D AQUI ARROZ MEDIANO 17 LBS,0068356800005,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
218739,4/4/2024 to 4/10/2024,ABRICOME PAELLA MARINERA 8.8 OZ,0841086740413,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
218752,4/4/2024 to 4/10/2024,ABRICOME ARROZ CALAMARE ESPAÑA 8.8OZ,0841086740379,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
218777,4/4/2024 to 4/10/2024,IBERIA JASMINE ARROZ 5 LBS,0007566912162,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
219058,4/4/2024 to 4/10/2024,ECONO MAC & CHEESE 4/2.05 OZ,0070893802296,ARROZ,18.0,2024-04-04,-9.999999999999998,17.5,-22.22222222222222,20.0,797791.0,534262.0,797791.0,534262.0,,,,
219137,4/4/2024 to 4/10/2024,BARILLA READY ELBOW PASTA 8.5 OZ,0007680800684,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
219414,4/4/2024 to 4/10/2024,BARILLA READY PASTA ELBOWS 7 OZ,0007680801179,ARROZ,0.0,2024-04-04,,0.0,-100.0,0.0,797791.0,534262.0,797791.0,534262.0,,,,
219418,4/4/2024 to 4/10/2024,BARILLA READY PASTA ROTINI 7 OZ,0007680801178,ARROZ,1.0,2024-04-04,inf,0.75,-25.0,0.0,797791.0,534262.0,797791.0,534262.0,,,,
219610,4/4/2024 to 4/10/2024,RICELAND ARROZ INTEGRAL 1 LB,0003520026410,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
220418,4/4/2024 to 4/10/2024,CARMENCITA PAELLERO .71 OZ,0070624108180,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
220520,4/4/2024 to 4/10/2024,ECONO ARROZ GRANO LARGO 3 LBS,0070893800240,ARROZ,140.0,2024-04-04,133.33333333333334,108.0,2.6128266033254244,60.0,797791.0,534262.0,797791.0,534262.0,,,,
220799,4/4/2024 to 4/10/2024,SRI JASMINE RICE 2 LBS,0890611821016,ARROZ,64.0,2024-04-04,137.037037037037,34.5,72.50000000000001,27.0,797791.0,534262.0,797791.0,534262.0,,,,
220942,4/4/2024 to 4/10/2024,SRI JASMINE RICE 5 LBS,0890611821013,ARROZ,16.0,2024-04-04,23.076923076923084,11.25,36.36363636363635,13.0,797791.0,534262.0,797791.0,534262.0,,,,
222472,4/4/2024 to 4/10/2024,ECONO ARROZ MEDIANO 10/3 LBS,0000130600006,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
223796,4/4/2024 to 4/10/2024,KNORR ALFREDO BROCCOLI NTS 4.5 OZ,0004100002243,ARROZ,67.0,2024-04-04,67.5,59.25,-3.658536585365857,40.0,797791.0,534262.0,797791.0,534262.0,4100002243,0.0,0004100002243,0.0
223803,4/4/2024 to 4/10/2024,KNORR CHICKEN N&S 4.5 OZ,0004100002246,ARROZ,33.0,2024-04-04,50.0,21.25,11.842105263157897,22.0,797791.0,534262.0,797791.0,534262.0,,,,
223852,4/4/2024 to 4/10/2024,KICTHEN & LOVE RICED CAULIFLOWER,0072811951536,ARROZ,0.0,2024-04-04,-100.0,2.25,-30.76923076923077,1.0,797791.0,534262.0,797791.0,534262.0,,,,
224580,4/4/2024 to 4/10/2024,VITARROZ GRANO LARGO 20 LBS,0007267001126,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
224848,4/4/2024 to 4/10/2024,VITARROZ GRANO LARGO 3 LBS,0007267011034,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
224871,4/4/2024 to 4/10/2024,VITARROZ GRANO LARGO 10 LBS,0007267011012,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
225157,4/4/2024 to 4/10/2024,KNORR CREAMY PESTO 4.1 OZ,0004100054082,ARROZ,18.0,2024-04-04,-25.0,18.25,-1.3513513513513487,24.0,797791.0,534262.0,797791.0,534262.0,,,,
225203,4/4/2024 to 4/10/2024,KNORR FOUR CHEESE RISOTTO 3.5 OZ,0004100071537,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
225244,4/4/2024 to 4/10/2024,KNORR PASTA GARLOIC & OLIVE OIL 4 OZ,0004100054055,ARROZ,1.0,2024-04-04,0.0,1.0,-33.333333333333336,1.0,797791.0,534262.0,797791.0,534262.0,,,,
225895,4/4/2024 to 4/10/2024,OCEAN SPARY CRAN/GRAPE 100% 64 OZ,0003120003466,JUGOS PET,38.0,2024-04-04,52.0,34.25,7.03125,25.0,797791.0,534262.0,797791.0,534262.0,3120003466,0.0,0003120003466,0.0
225954,4/4/2024 to 4/10/2024,OCEAN SPRAY CRANBERRY 100% 64 OZ,0003120003469,JUGOS PET,71.0,2024-04-04,102.85714285714285,54.5,15.343915343915349,35.0,797791.0,534262.0,797791.0,534262.0,3120003469,0.0,0003120003469,0.0
225956,4/4/2024 to 4/10/2024,OCEAN SPRAY CRANBERRY JUICE 64 OZ,0003120020007,JUGOS PET,580.0,2024-04-04,97.27891156462584,422.25,14.044564483457123,294.0,797791.0,534262.0,797791.0,534262.0,3120020007,0.0,0003120020007,0.0
225990,4/4/2024 to 4/10/2024,OCEAN SPRAY CRANBERRY DIET 64 OZ,0003120020031,JUGOS PET,131.0,2024-04-04,95.5223880597015,92.75,11.077844311377238,67.0,797791.0,534262.0,797791.0,534262.0,3120020031,0.0,0003120020031,0.0
226108,4/4/2024 to 4/10/2024,OCEAN SPRAY CRANGRAPE 64 OZ,0003120022007,JUGOS PET,197.0,2024-04-04,152.56410256410254,124.0,24.937027707808568,78.0,797791.0,534262.0,797791.0,534262.0,3120022007,0.0,0003120022007,0.0
226111,4/4/2024 to 4/10/2024,OCEAN SPRAY CRAN/GRAPE DIET 64 OZ,0003120020157,JUGOS PET,102.0,2024-04-04,85.45454545454545,76.0,18.287937743190664,55.0,797791.0,534262.0,797791.0,534262.0,3120020157,0.0,0003120020157,0.0
226157,4/4/2024 to 4/10/2024,OCEAN SPRAY WHITE CRANBERRY 64 OZ,0003120028127,JUGOS PET,150.0,2024-04-04,97.36842105263158,116.0,6.912442396313367,76.0,797791.0,534262.0,797791.0,534262.0,3120028127,0.0,0003120028127,0.0
226178,4/4/2024 to 4/10/2024,OCEAN SPRAY LIGHT CRANBERRY 64 OZ,0003120034227,JUGOS PET,20.0,2024-04-04,-9.090909090909093,19.5,5.405405405405395,22.0,797791.0,534262.0,797791.0,534262.0,3120034227,0.0,0003120034227,0.0
226187,4/4/2024 to 4/10/2024,OCEAN SPRAY RUBY GRAPEFRUIT 64 OZ,0003120027627,JUGOS PET,99.0,2024-04-04,47.76119402985075,87.0,2.052785923753664,67.0,797791.0,534262.0,797791.0,534262.0,3120027627,0.0,0003120027627,0.0
226200,4/4/2024 to 4/10/2024,OCEAN SPRAY LIGHT CRAN.GRAPE 64 OZ,0003120034327,JUGOS PET,28.0,2024-04-04,75.0,24.0,1.0526315789473717,16.0,797791.0,534262.0,797791.0,534262.0,3120034327,0.0,0003120034327,0.0
226256,4/4/2024 to 4/10/2024,KNORR CHEESY BACON MACARONI 3.8ZOZ,0004100008248,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
226312,4/4/2024 to 4/10/2024,KNORR CHEESY SPINACH DIP 4.1 OZ,0004100038472,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
226320,4/4/2024 to 4/10/2024,KNORR ASIAN TERIYAKI 4.7 OZ,0004100002802,ARROZ,8.0,2024-04-04,-46.666666666666664,15.75,1.6129032258064502,15.0,797791.0,534262.0,797791.0,534262.0,,,,
226327,4/4/2024 to 4/10/2024,KNORR PASTA FOUR CHEESE 4.OZ,0004100002838,ARROZ,6.0,2024-04-04,-14.28571428571429,9.5,-33.333333333333336,7.0,797791.0,534262.0,797791.0,534262.0,,,,
226367,4/4/2024 to 4/10/2024,KNORR CHIKEN BROCCOLI 4.2 OZ,0004100002297,ARROZ,17.0,2024-04-04,-10.526315789473683,18.5,2.777777777777768,19.0,797791.0,534262.0,797791.0,534262.0,,,,
226372,4/4/2024 to 4/10/2024,KNORR PASTA CHEESY CHEDDAR 4.3 OZ,0004100002289,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
226384,4/4/2024 to 4/10/2024,KNORR CREAMY GAR P&S 4.9 OZ,0004100002290,ARROZ,11.0,2024-04-04,10.000000000000009,12.0,-19.999999999999996,10.0,797791.0,534262.0,797791.0,534262.0,,,,
226399,4/4/2024 to 4/10/2024,KNORR CRMY CHIKEN N&S 4.2 OZ,0004100002298,ARROZ,6.0,2024-04-04,-33.333333333333336,13.25,-31.16883116883117,9.0,797791.0,534262.0,797791.0,534262.0,,,,
226406,4/4/2024 to 4/10/2024,KNORR CHED/BROC/P&S 4.5 OZ,0004100002286,ARROZ,29.0,2024-04-04,107.14285714285717,26.5,-1.851851851851849,14.0,797791.0,534262.0,797791.0,534262.0,,,,
226411,4/4/2024 to 4/10/2024,KNORR CHIKEN R&S 4.5 OZ,0004100002266,ARROZ,12.0,2024-04-04,-33.333333333333336,14.5,5.454545454545445,18.0,797791.0,534262.0,797791.0,534262.0,,,,
226610,4/4/2024 to 4/10/2024,SAMAN SELECT SUPREMO ARROZ 3.2 LBS,0773011500039,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
226743,4/4/2024 to 4/10/2024,CINTA AZUL STD UP PARBOIL 2 LBS,0007177108575,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
226791,4/4/2024 to 4/10/2024,CINTA AZUL ARROZ GRANO MEDIANO 5 LBS,0007177108805,ARROZ,2.0,2024-04-04,inf,1.5,50.0,0.0,797791.0,534262.0,797791.0,534262.0,,,,
226795,4/4/2024 to 4/10/2024,CINTA AZUL GRANO LARGO 3 LBS,0007177112503,ARROZ,3.0,2024-04-04,inf,1.25,25.0,0.0,797791.0,534262.0,797791.0,534262.0,,,,
226831,4/4/2024 to 4/10/2024,CINTA AZUL ARROZ GRANO LARGO 5 LBS,0007177112505,ARROZ,1.0,2024-04-04,0.0,1.75,-12.5,1.0,797791.0,534262.0,797791.0,534262.0,,,,
226867,4/4/2024 to 4/10/2024,UNCLE BENS WHOLE GRAIN RICE 5 LB,0000548042018,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
226890,4/4/2024 to 4/10/2024,ROLAND GARDEN VEG QUINOA 5.46 OZ,0004122472184,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
226892,4/4/2024 to 4/10/2024,ROLAND MEDITERRANEAN QUINOA 5.46 OZ,0004122472194,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
226910,4/4/2024 to 4/10/2024,ROLAND BLACK QUINOA 12 OZ,0004122472186,ARROZ,0.0,2024-04-04,-100.0,0.75,-40.0,1.0,797791.0,534262.0,797791.0,534262.0,,,,
226912,4/4/2024 to 4/10/2024,ROLAND RED ANDEAN QUINOA 12 OZ,0004122472176,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
226928,4/4/2024 to 4/10/2024,ROLAND LEMON CURRY QUINOA 5.46 OZ,0004122472174,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
227244,4/4/2024 to 4/10/2024,EL MAGO ARROZ GRANO MEDIANO 10/3 LBS,0000131000031,ARROZ,3.0,2024-04-04,50.0,1.75,0.0,2.0,797791.0,534262.0,797791.0,534262.0,,,,
228031,4/4/2024 to 4/10/2024,ROLAND RISOTTO VEG PRIMAVERA 5.8 OZ,0004122472020,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
228774,4/4/2024 to 4/10/2024,WELCHS GRAPE JUICE 100 % 10 OZ,0004180035400,JUGOS PET,827.0,2024-04-04,66.39839034205231,763.75,2.8965981812058006,497.0,797791.0,534262.0,797791.0,534262.0,4180035400,0.0,0004180035400,0.0
228969,4/4/2024 to 4/10/2024,WELCH'S WHITE GRAPE 100% JUICE 64 OZ,0004180022700,JUGOS PET,84.0,2024-04-04,3.703703703703698,88.75,-2.472527472527475,81.0,797791.0,534262.0,797791.0,534262.0,4180022700,0.0,0004180022700,0.0
229039,4/4/2024 to 4/10/2024,WELCH'S GRAPE JUICE 100% 64 OZ,0004180020750,JUGOS PET,323.0,2024-04-04,37.446808510638306,308.25,4.2265426880811585,235.0,797791.0,534262.0,797791.0,534262.0,4180020750,0.0,0004180020750,0.0
230049,4/4/2024 to 4/10/2024,ALESSI ARBORIO RICE 26.4 OZ,0007107200319,ARROZ,4.0,2024-04-04,-19.999999999999996,4.25,13.33333333333333,5.0,797791.0,534262.0,797791.0,534262.0,,,,
230190,4/4/2024 to 4/10/2024,VIGO YELLOW RICE 10 OZ,0007107201303,ARROZ,1.0,2024-04-04,-50.0,2.0,-46.666666666666664,2.0,797791.0,534262.0,797791.0,534262.0,,,,
230191,4/4/2024 to 4/10/2024,ALESSI POMODORO RISOTTO 8 OZ,0007107200314,ARROZ,2.0,2024-04-04,inf,0.5,100.0,0.0,797791.0,534262.0,797791.0,534262.0,,,,
230194,4/4/2024 to 4/10/2024,VIGO PAELLA 19 OZ,0007107201305,ARROZ,19.0,2024-04-04,-45.714285714285715,30.5,2.5210084033613356,35.0,797791.0,534262.0,797791.0,534262.0,7107201305,0.0,0007107201305,0.0
230241,4/4/2024 to 4/10/2024,VIGO PAELLA VALENCIANA 8 OZ,0007107201304,ARROZ,26.0,2024-04-04,-10.344827586206895,35.0,-7.284768211920534,29.0,797791.0,534262.0,797791.0,534262.0,,,,
230308,4/4/2024 to 4/10/2024,ALESSI PASTA FAZOOL SOUP 6 OZ,0007107200370,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
230312,4/4/2024 to 4/10/2024,ALESSI ARBOTIO FUNGHI 8 OZ,0007107200312,ARROZ,8.0,2024-04-04,300.0,4.25,30.76923076923077,2.0,797791.0,534262.0,797791.0,534262.0,,,,
230313,4/4/2024 to 4/10/2024,ALESSI SICILIAN BRODO CHICKEN 6 OZ,0007107200375,ARROZ,3.0,2024-04-04,200.0,1.5,100.0,1.0,797791.0,534262.0,797791.0,534262.0,,,,
230352,4/4/2024 to 4/10/2024,ALESSI MILANESE RISOTTO 8 OZ,0007107200310,ARROZ,2.0,2024-04-04,100.0,1.75,-46.15384615384615,1.0,797791.0,534262.0,797791.0,534262.0,,,,
231102,4/4/2024 to 4/10/2024,WELCH GRAPE CONCORD JUICE COCKT 64OZ,0004180020199,JUGOS PET,111.0,2024-04-04,79.03225806451613,169.5,-4.23728813559322,62.0,797791.0,534262.0,797791.0,534262.0,4180020199,0.0,0004180020199,0.0
231665,4/4/2024 to 4/10/2024,CANILLA ARROZ GRANO LARGO 3 LBS,0004133102633,ARROZ,76.0,2024-04-04,24.590163934426236,72.25,-5.555555555555558,61.0,797791.0,534262.0,797791.0,534262.0,4133102633,0.0,0004133102633,0.0
231713,4/4/2024 to 4/10/2024,CANILLA ARROZ DORADO PARB 10 LBS,0004133102630,ARROZ,11.0,2024-04-04,120.00000000000001,10.25,2.499999999999991,5.0,797791.0,534262.0,797791.0,534262.0,,,,
231780,4/4/2024 to 4/10/2024,CANILLA ARROZ PARBOILED DORADO 3 LBS,0004133102628,ARROZ,30.0,2024-04-04,130.76923076923075,23.75,5.555555555555558,13.0,797791.0,534262.0,797791.0,534262.0,4133102628,0.0,0004133102628,0.0
231823,4/4/2024 to 4/10/2024,GOYA BROWN RICE 2 LBS,0004133102612,ARROZ,48.0,2024-04-04,37.142857142857146,42.75,-10.9375,35.0,797791.0,534262.0,797791.0,534262.0,4133102612,0.0,0004133102612,0.0
231828,4/4/2024 to 4/10/2024,GOYA PAELLA 19 OZ,0004133102541,ARROZ,2.0,2024-04-04,-77.77777777777779,9.0,-16.279069767441857,9.0,797791.0,534262.0,797791.0,534262.0,,,,
231852,4/4/2024 to 4/10/2024,GOYA ARROZ INTEGRAL ORGANICO 2 LBS,0004133102611,ARROZ,6.0,2024-04-04,100.0,5.0,0.0,3.0,797791.0,534262.0,797791.0,534262.0,,,,
232213,4/4/2024 to 4/10/2024,GOYA ARROZ MEDIANO 20 LBS,0004133102606,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
232293,4/4/2024 to 4/10/2024,GOYA ARROZ MEXICANO 8 OZ,0004133102644,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
232357,4/4/2024 to 4/10/2024,CANILLA ARROZ GRANO LARGO 20 LBS,0004133102638,ARROZ,36.0,2024-04-04,350.0,27.0,12.5,8.0,797791.0,534262.0,797791.0,534262.0,4133102638,0.0,0004133102638,0.0
232395,4/4/2024 to 4/10/2024,CANILLA ARROZ GRANO XTRA LARGO 2 LBS,0004133102634,ARROZ,28.0,2024-04-04,100.0,21.25,26.865671641791057,14.0,797791.0,534262.0,797791.0,534262.0,,,,
232436,4/4/2024 to 4/10/2024,CANILLA ARROZ GRANO LARGO 5 LBS,0004133102635,ARROZ,54.0,2024-04-04,100.0,42.75,3.0120481927710774,27.0,797791.0,534262.0,797791.0,534262.0,4133102635,0.0,0004133102635,0.0
232477,4/4/2024 to 4/10/2024,CANILLA ARROZ GRANO X/LARGO10 LBS,0004133102637,ARROZ,21.0,2024-04-04,10.526315789473696,25.5,-10.526315789473683,19.0,797791.0,534262.0,797791.0,534262.0,,,,
232511,4/4/2024 to 4/10/2024,RICO ARROZ GRANO LARGO 20 LBS,0074370900025,ARROZ,12.0,2024-04-04,100.0,10.0,8.108108108108114,6.0,797791.0,534262.0,797791.0,534262.0,,,,
232737,4/4/2024 to 4/10/2024,RICO ARROZ GRANO LARGO 50 LBS,0074370900028,ARROZ,4.0,2024-04-04,inf,2.25,28.57142857142858,0.0,797791.0,534262.0,797791.0,534262.0,,,,
232759,4/4/2024 to 4/10/2024,RICO ARROZ G/MEDIANO 20 LBS,0074370900013,ARROZ,42.0,2024-04-04,133.33333333333334,27.5,3.7735849056603765,18.0,797791.0,534262.0,797791.0,534262.0,74370900013,0.0,0074370900013,0.0
232774,4/4/2024 to 4/10/2024,RICO ARROZ MEDIANO 3 LBS,0074370900011,ARROZ,9288.0,2024-04-04,114.50346420323325,15789.5,1.9828839011787558,4330.0,797791.0,534262.0,797791.0,534262.0,74370900011,0.0,0074370900011,0.0
232820,4/4/2024 to 4/10/2024,RICO ARROZ GRANO LARGO 3 LBS,0074370900023,ARROZ,74.0,2024-04-04,25.423728813559322,101.75,-4.90654205607477,59.0,797791.0,534262.0,797791.0,534262.0,74370900023,0.0,0074370900023,0.0
233580,4/4/2024 to 4/10/2024,RICO ARROZ GRANO CORTO 3 LBS,0074370900129,ARROZ,0.0,2024-04-04,,0.0,,0.0,797791.0,534262.0,797791.0,534262.0,,,,
233584,4/4/2024 to 4/10/2024,RICO ARROZ GRANO LARGO PK CLEAR 10LB,0074370900125,ARROZ,14.0,2024-04-04,250.0,10.5,19.999999999999996,4.0,797791.0,534262.0,797791.0,534262.0,,,,
233596,4/4/2024 to 4/10/2024,GOYA QUINOA BLEND PEPP/PEA/GARL 16OZ,0004133102672,ARROZ,10.0,2024-04-04,66.66666666666667,5.75,35.29411764705883,6.0,797791.0,534262.0,797791.0,534262.0,,,,
233618,4/4/2024 to 4/10/2024,RICO ARROZ JAZMIN 2 LB,0074370900103,ARROZ,141.0,2024-04-04,-17.543859649122805,161.0,-4.4510385756676545,171.0,797791.0,534262.0,797791.0,534262.0,74370900103,0.0,0074370900103,0.0
233640,4/4/2024 to 4/10/2024,RICO ARROZ JASMIN 10 LBS,0074370900101,ARROZ,44.0,2024-04-04,4.761904761904767,44.5,25.35211267605635,42.0,797791.0,534262.0,797791.0,534262.0,74370900101,0.0,0074370900101,0.0
